City_ID,City,Country,Date,Lat,Lng,Humidity,Cloudiness,Wind Speed,Max Temp
67,Khatanga,RU,2021-05-29 00:42:35,71.9667,102.5,71,89,13.78,43.81
68,Qaqortoq,GL,2021-05-29 00:42:35,60.7167,-46.0333,80,14,12.01,50.5
69,Severouralsk,RU,2021-05-29 00:42:35,60.1533,59.952,98,100,5.84,52.93
70,Lebu,CL,2021-05-29 00:40:11,-37.6167,-73.65,87,17,6.49,51.57
71,Mitu,CO,2021-05-29 00:42:36,1.1983,-70.1733,99,96,0.89,72.66
72,Barrow,US,2021-05-29 00:42:36,71.2906,-156.7887,86,90,5.75,30.22
73,Mosjoen,NO,2021-05-29 00:42:36,65.836,13.1908,81,75,1.14,44.6
74,Dawlatabad,AF,2021-05-29 00:42:37,36.4141,64.9053,21,0,5.53,80.02
75,Zlobin,HR,2021-05-29 00:42:37,45.2924,14.6541,71,0,5.91,47.5
76,Houma,US,2021-05-29 00:42:37,29.5958,-90.7195,50,1,8.05,84.2
77,Marsh Harbour,BS,2021-05-29 00:42:38,26.5412,-77.0636,75,1,9.64,77.27
78,Baykit,RU,2021-05-29 00:42:38,61.67,96.37,94,100,7.18,35.85
79,Dikson,RU,2021-05-29 00:42:38,73.5069,80.5464,89,95,4.32,22.14
80,Half Moon Bay,US,2021-05-29 00:42:03,37.4636,-122.4286,70,20,10.36,79.54
81,Tiksi,RU,2021-05-29 00:42:39,71.6872,128.8694,97,100,15.59,33.01
82,Geraldton,AU,2021-05-29 00:42:39,-28.7667,114.6,83,90,13.11,68.41
83,Christiana,ZA,2021-05-29 00:42:39,-27.914,25.1611,48,0,7.11,47.5
84,Cidreira,BR,2021-05-29 00:42:40,-30.1811,-50.2056,96,100,8.1,62.46
85,Ambon,ID,2021-05-29 00:42:40,-3.6954,128.1814,94,75,11.9,77.14
86,Vangaindrano,MG,2021-05-29 00:42:40,-23.35,47.6,93,6,5.28,64.8
87,Saint-Philippe,RE,2021-05-29 00:42:41,-21.3585,55.7679,78,19,2.62,69.39
88,Asyut,EG,2021-05-29 00:42:41,27.181,31.1837,30,0,12.66,78.98
89,Luena,AO,2021-05-29 00:42:41,-11.7833,19.9167,49,6,3.69,48.94
90,Bethel,US,2021-05-29 00:42:42,41.3712,-73.414,90,100,3.0,51.37
91,Atar,MR,2021-05-29 00:42:42,20.5169,-13.0499,21,78,7.58,90.25
92,Chokurdakh,RU,2021-05-29 00:42:42,70.6333,147.9167,33,43,16.17,55.56
93,La Palma,US,2021-05-29 00:42:43,33.8464,-118.0467,63,1,5.99,87.03
94,Kahului,US,2021-05-29 00:39:11,20.8947,-156.47,55,40,21.85,87.82
95,Aranos,NA,2021-05-29 00:42:43,-24.1333,19.1167,35,8,6.46,55.54
96,Kasongo-Lunda,CD,2021-05-29 00:39:04,-6.4667,16.8167,56,75,1.39,67.44
97,Harper,LR,2021-05-29 00:42:43,4.375,-7.7169,86,93,7.81,79.88
98,Griffith,US,2021-05-29 00:42:44,41.5284,-87.4237,92,90,7.0,47.39
99,Lamu,KE,2021-05-29 00:42:44,-2.2717,40.902,73,49,12.17,75.42
100,Arraial Do Cabo,BR,2021-05-29 00:42:44,-22.9661,-42.0278,89,55,27.02,73.63
101,Hasaki,JP,2021-05-29 00:39:20,35.7333,140.8333,73,100,20.0,73.8
102,Carnarvon,AU,2021-05-29 00:42:45,-24.8667,113.6333,100,90,3.44,69.87
103,Dargaville,NZ,2021-05-29 00:42:45,-35.9333,173.8833,77,36,12.68,58.53
104,Miramar,US,2021-05-29 00:42:45,25.9873,-80.2323,70,1,10.36,81.05
105,Alofi,NU,2021-05-29 00:42:45,-19.0595,-169.9187,78,56,6.91,80.49
106,Baghdad,IQ,2021-05-29 00:39:00,33.3406,44.4009,31,0,3.44,78.8
107,Severo-Kurilsk,RU,2021-05-29 00:42:46,50.6789,156.125,75,64,6.89,41.9
108,Talara,PE,2021-05-29 00:42:46,-4.5772,-81.2719,94,54,15.41,68.2
109,Finschhafen,PG,2021-05-29 00:42:46,-6.6024,147.8681,81,100,12.41,79.99
110,Malartic,CA,2021-05-29 00:38:46,48.1335,-78.1328,51,0,5.1,53.42
111,Alghero,IT,2021-05-29 00:41:21,40.5589,8.3181,100,20,2.3,57.29
112,Albany,US,2021-05-29 00:39:48,42.6001,-73.9662,91,100,5.91,46.35
113,Hwange,ZW,2021-05-29 00:42:47,-18.3693,26.5019,49,0,2.46,55.02
114,Sabha,LY,2021-05-29 00:42:47,27.0377,14.4283,13,14,10.85,88.52
115,Tumkur,IN,2021-05-29 00:42:47,13.3422,77.1017,85,64,5.57,70.84
116,Busselton,AU,2021-05-29 00:42:48,-33.65,115.3333,82,99,9.06,62.04
117,Ribeira Grande,PT,2021-05-29 00:42:48,38.5167,-28.7,72,24,3.69,62.19
118,Makakilo City,US,2021-05-29 00:42:48,21.3469,-158.0858,52,1,16.11,82.72
119,Vao,NC,2021-05-29 00:42:49,-22.6667,167.4833,67,0,22.28,71.74
120,Constantine,DZ,2021-05-29 00:39:08,36.365,6.6147,82,0,0.0,62.01
121,Aiquile,BO,2021-05-29 00:42:49,-18.2041,-65.1807,77,83,4.9,55.87
122,Ostrovnoy,RU,2021-05-29 00:42:49,68.0531,39.5131,74,95,17.52,35.53
123,Basna,IN,2021-05-29 00:42:50,21.2833,82.8167,55,0,1.43,84.96
124,Takoradi,GH,2021-05-29 00:42:50,4.8845,-1.7554,87,98,8.1,80.4
125,Rockland,US,2021-05-29 00:42:50,41.1668,-74.0496,93,100,1.01,51.82
