City_ID,City,Country,Date,Lat,Lng,Humidity,Cloudiness,Wind Speed,Max Temp
295,Presidente Epitacio,BR,2021-05-29 00:43:37,-21.7633,-52.1156,55,99,6.26,75.99
296,Healesville,AU,2021-05-29 00:43:37,-37.65,145.5167,69,4,4.76,55.96
297,Haines Junction,CA,2021-05-29 00:43:37,60.7522,-137.5108,28,100,10.36,55.35
298,Bukachacha,RU,2021-05-29 00:43:37,52.9833,116.9167,32,97,2.37,64.53
299,Deputatskiy,RU,2021-05-29 00:43:38,69.3,139.9,38,10,21.74,48.83
300,Arica,CL,2021-05-29 00:39:32,-18.475,-70.3042,77,0,2.86,67.55
301,Matara,LK,2021-05-29 00:43:38,5.9485,80.5353,88,100,13.13,79.05
302,Hovd,MN,2021-05-29 00:43:38,48.0056,91.6419,32,0,3.09,57.61
303,Lahore,PK,2021-05-29 00:43:39,31.5497,74.3436,51,20,9.22,85.98
304,Praia,CV,2021-05-29 00:43:39,14.9215,-23.5087,78,40,14.97,72.14
305,Amaraji,BR,2021-05-29 00:40:44,-8.3831,-35.4525,93,88,6.46,74.05
306,Paka,MY,2021-05-29 00:43:39,4.6374,103.4368,94,20,5.1,78.73
307,Pergamino,AR,2021-05-29 00:43:40,-33.89,-60.5736,67,34,1.99,54.25
308,Beloha,MG,2021-05-29 00:43:40,-25.1667,45.05,85,0,3.22,62.4
309,Namibe,AO,2021-05-29 00:43:40,-15.1961,12.1522,61,0,1.86,73.62
310,Pleasant Point,NZ,2021-05-29 00:43:41,-44.2667,171.1333,97,100,12.35,47.28
311,Nizhniy Kuranakh,RU,2021-05-29 00:43:41,58.8353,125.4869,51,46,1.07,61.27
312,Baiyin,CN,2021-05-29 00:43:41,36.5583,104.2081,29,96,10.67,63.48
313,Cartagena,CO,2021-05-29 00:43:41,10.3997,-75.5144,83,40,13.8,82.02
314,Saldanha,ZA,2021-05-29 00:43:42,-33.0117,17.9442,84,9,4.88,59.05
315,Birao,CF,2021-05-29 00:43:42,10.2849,22.7882,47,20,4.32,81.63
316,Honiara,SB,2021-05-29 00:43:42,-9.4333,159.95,84,100,1.52,80.1
317,Sioux Lookout,CA,2021-05-29 00:40:54,50.1001,-91.917,23,20,6.91,62.98
318,Upata,VE,2021-05-29 00:43:43,8.0086,-62.3989,86,15,4.92,78.19
319,Talcahuano,CL,2021-05-29 00:43:43,-36.7167,-73.1167,100,20,2.3,49.68
320,Malkangiri,IN,2021-05-29 00:43:43,18.35,81.9,51,9,0.89,85.73
321,Nakhodka,RU,2021-05-29 00:43:43,42.8333,132.8947,76,96,1.68,56.19
322,Cabo San Lucas,MX,2021-05-29 00:41:47,22.8909,-109.9124,56,97,12.15,98.51
323,Sampit,ID,2021-05-29 00:43:44,-2.5333,112.95,85,24,0.96,81.12
324,Dudinka,RU,2021-05-29 00:43:44,69.4058,86.1778,95,100,13.58,29.61
325,Labuhan,ID,2021-05-29 00:43:44,-6.8844,112.2051,81,99,6.6,81.55
326,Bougouni,ML,2021-05-29 00:43:45,11.417,-7.479,63,85,1.9,81.28
327,Orlik,RU,2021-05-29 00:43:45,52.5178,99.825,48,47,12.5,43.41
328,Morondava,MG,2021-05-29 00:43:45,-20.2833,44.2833,86,2,5.93,66.79
329,Teguldet,RU,2021-05-29 00:43:45,57.3064,88.1667,52,9,9.08,39.54
330,Kavaratti,IN,2021-05-29 00:43:46,10.5669,72.642,75,15,18.9,83.41
331,Westport,US,2021-05-29 00:41:37,41.1415,-73.3579,91,100,1.01,52.47
332,Karratha,AU,2021-05-29 00:43:46,-20.7377,116.8463,63,95,12.48,79.84
333,Belyy,RU,2021-05-29 00:43:46,55.8402,32.9419,86,80,5.03,49.14
334,Les Cayes,HT,2021-05-29 00:43:47,18.2,-73.75,83,9,2.75,77.2
335,Las Navas,PH,2021-05-29 00:43:47,12.3392,125.0313,61,81,2.59,88.97
336,Jacareacanga,BR,2021-05-29 00:43:47,-6.2222,-57.7528,67,97,2.26,74.48
337,General Teran,MX,2021-05-29 00:43:47,25.2667,-99.6833,40,94,6.67,88.68
338,Rio Gallegos,AR,2021-05-29 00:43:48,-51.6226,-69.2181,69,20,10.36,33.85
339,Aswan,EG,2021-05-29 00:43:48,24.0934,32.907,12,80,18.01,86.79
340,Le Vauclin,MQ,2021-05-29 00:43:48,14.5452,-60.8388,73,20,14.2,78.85
341,Kizukuri,JP,2021-05-29 00:43:49,40.8061,140.3861,64,99,7.83,68.11
342,San Felipe,VE,2021-05-29 00:43:49,10.3399,-68.7425,99,54,3.15,72.77
343,San Patricio,US,2021-05-29 00:43:49,28.017,-97.5169,85,8,14.81,83.12
344,Ulagan,RU,2021-05-29 00:43:49,50.6321,87.9563,77,58,2.82,47.44
345,Ancud,CL,2021-05-29 00:43:50,-41.8697,-73.8203,70,88,6.4,47.43
346,Taltal,CL,2021-05-29 00:43:50,-25.4,-70.4833,79,34,4.29,63.55
347,Zunyi,CN,2021-05-29 00:43:50,27.6867,106.9072,95,100,1.32,61.74
348,Olga,RU,2021-05-29 00:43:51,43.7444,135.2892,95,100,13.47,46.83
349,Sarangani,PH,2021-05-29 00:43:51,5.4033,125.4636,73,34,9.31,84.15
350,Kyzyl-Suu,KG,2021-05-29 00:43:51,42.3414,78.0056,61,48,1.34,57.78
351,Olivenza,ES,2021-05-29 00:43:51,38.6832,-7.103,60,1,3.53,70.21
352,Gull Lake,CA,2021-05-29 00:43:52,50.1001,-108.4847,34,33,21.21,62.96
353,Beni,CD,2021-05-29 00:43:52,0.5,29.4667,98,87,2.21,61.43
354,Ostersund,SE,2021-05-29 00:43:52,63.1792,14.6357,81,18,11.5,42.62
355,Cap-Aux-Meules,CA,2021-05-29 00:43:53,47.3821,-61.8597,70,20,17.27,42.85
356,Puerto Ayacucho,VE,2021-05-29 00:43:53,5.6639,-67.6236,90,90,3.62,76.84
357,Kyra,RU,2021-05-29 00:43:53,49.5776,111.9753,48,100,5.97,54.84
358,Luau,AO,2021-05-29 00:43:53,-10.7073,22.2247,46,13,5.19,53.85
359,Sao Jose Da Coroa Grande,BR,2021-05-29 00:43:54,-8.8978,-35.1478,79,72,10.71,76.87
360,Ahipara,NZ,2021-05-29 00:43:54,-35.1667,173.1667,76,82,17.31,57.9
361,Acapulco,MX,2021-05-29 00:41:09,16.8634,-99.8901,66,40,6.2,87.62
362,Nago,JP,2021-05-29 00:39:28,26.5881,127.9761,75,96,5.14,82.45
363,Husavik,IS,2021-05-29 00:43:55,66.0449,-17.3389,68,33,13.09,51.71
364,Kralendijk,BQ,2021-05-29 00:40:53,12.15,-68.2667,78,20,16.11,80.58
365,Mattru,SL,2021-05-29 00:43:55,7.6244,-11.8332,95,68,1.99,76.1
366,Ulaanbaatar,MN,2021-05-29 00:43:55,47.9077,106.8832,87,90,3.76,44.73
367,Palembang,ID,2021-05-29 00:42:27,-2.9167,104.7458,94,20,0.0,77.09
368,Laizhou,CN,2021-05-29 00:43:56,37.1717,119.9214,32,79,14.5,75.67
369,Berlevag,NO,2021-05-29 00:43:56,70.8578,29.0864,76,100,22.35,35.24
370,Boende,CD,2021-05-29 00:43:56,-0.2167,20.8667,92,52,1.9,71.69
371,Coxim,BR,2021-05-29 00:43:57,-18.5067,-54.76,49,85,5.01,77.27
372,Omboue,GA,2021-05-29 00:43:57,-1.5746,9.2618,94,98,2.82,75.74
373,Nanortalik,GL,2021-05-29 00:43:57,60.1432,-45.2371,96,100,7.72,35.8
374,Warsaw,PL,2021-05-29 00:41:28,52.2298,21.0118,85,0,1.01,50.85
375,Mayumba,GA,2021-05-29 00:43:58,-3.432,10.6554,89,93,6.17,76.39
376,Provideniya,RU,2021-05-29 00:43:58,64.3833,-173.3,37,9,10.54,46.65
377,Poum,NC,2021-05-29 00:43:59,-20.2333,164.0167,64,7,14.09,73.13
378,Lorengau,PG,2021-05-29 00:43:59,-2.0226,147.2712,80,100,10.74,83.32
379,Broome,US,2021-05-29 00:43:59,42.2506,-75.833,89,90,1.01,47.01
380,Kungurtug,RU,2021-05-29 00:43:59,50.5994,97.5228,65,8,2.17,47.3
381,Trairi,BR,2021-05-29 00:42:27,-3.2778,-39.2689,85,0,6.76,77.58
382,Parvatipuram,IN,2021-05-29 00:44:00,18.7833,83.4333,74,12,1.66,86.43
383,Cruzilia,BR,2021-05-29 00:44:00,-21.8386,-44.8083,72,74,1.1,63.27
384,Colac,AU,2021-05-29 00:44:00,-38.3333,143.5833,60,0,5.26,54.16
385,Coihaique,CL,2021-05-29 00:44:01,-45.5752,-72.0662,69,20,3.44,35.55
386,Urumqi,CN,2021-05-29 00:44:01,43.801,87.6005,40,0,4.12,70.75
387,Bichena,ET,2021-05-29 00:44:01,10.45,38.2,39,1,4.18,56.35
388,Tocopilla,CL,2021-05-29 00:44:02,-22.092,-70.1979,72,52,5.88,67.06
389,Izberbash,RU,2021-05-29 00:44:02,42.5696,47.8645,71,46,6.22,62.65
390,Asau,RO,2021-05-29 00:44:02,46.4333,26.4,94,100,2.08,56.39
391,Belmonte,BR,2021-05-29 00:44:03,-15.8631,-38.8828,84,7,5.01,77.5
392,Port Blair,IN,2021-05-29 00:42:18,11.6667,92.75,89,75,3.44,78.84
393,Adana,TR,2021-05-29 00:44:03,36.985,35.2881,93,40,0.0,70.81
394,Thinadhoo,MV,2021-05-29 00:44:03,0.5333,72.9333,74,100,19.73,83.39
395,Vanimo,PG,2021-05-29 00:44:04,-2.6741,141.3028,66,85,2.8,86.22
396,San Mateo Del Mar,MX,2021-05-29 00:44:04,16.2,-95.0,72,33,13.85,85.64
397,Nuzvid,IN,2021-05-29 00:43:07,16.7833,80.85,51,25,3.29,85.05
398,Onokhoy,RU,2021-05-29 00:44:04,51.932,108.0747,83,100,8.48,47.95
399,Coahuayana,MX,2021-05-29 00:44:05,18.7333,-103.6833,55,96,4.34,90.88
400,Mananara,MG,2021-05-29 00:44:05,-16.1667,49.7667,88,51,3.85,68.2
401,Marzuq,YE,2021-05-29 00:44:05,14.4,46.4667,33,100,4.65,76.75
402,Baculin,PH,2021-05-29 00:44:06,7.4525,126.5842,70,63,1.48,85.68
403,Hillsborough,US,2021-05-29 00:40:35,37.5741,-122.3794,71,75,21.85,79.83
404,Saint Anthony,US,2021-05-29 00:44:06,45.0205,-93.218,38,1,1.01,60.94
405,Wangqing,CN,2021-05-29 00:44:06,43.3218,129.7634,54,100,4.92,59.32
406,Kaeo,NZ,2021-05-29 00:44:07,-35.1,173.7833,96,100,13.85,56.32
407,Asosa,ET,2021-05-29 00:44:07,10.0667,34.5333,69,30,4.21,64.67
408,Boyolangu,ID,2021-05-29 00:44:07,-8.1181,111.8935,86,100,3.31,79.45
409,Mogadishu,SO,2021-05-29 00:42:05,2.0371,45.3438,79,98,14.2,78.51
410,Usinsk,RU,2021-05-29 00:44:08,65.9939,57.5281,79,100,20.33,45.41
411,La Reforma,MX,2021-05-29 00:44:08,25.0833,-108.05,45,13,9.08,93.74
412,Salinopolis,BR,2021-05-29 00:44:08,-0.6136,-47.3561,87,100,10.85,78.4
413,Whitehorse,CA,2021-05-29 00:40:59,60.7161,-135.0538,33,75,15.01,56.01
414,Chapada Dos Guimaraes,BR,2021-05-29 00:44:09,-15.4606,-55.7497,46,100,5.5,73.06
415,Upernavik,GL,2021-05-29 00:44:09,72.7868,-56.1549,93,100,8.39,31.12
416,Tura,IN,2021-05-29 00:44:09,25.5198,90.2201,89,20,3.91,77.56
417,Maxixe,MZ,2021-05-29 00:44:10,-23.8597,35.3472,76,0,10.31,62.83
418,San Ignacio,BZ,2021-05-29 00:44:10,17.1561,-89.0714,74,40,5.35,84.34
419,Nome,US,2021-05-29 00:44:10,64.5011,-165.4064,28,1,26.46,57.27
420,Itaqui,BR,2021-05-29 00:44:10,-29.1253,-56.5531,97,34,6.82,66.56
421,Tapes,BR,2021-05-29 00:44:11,-30.6733,-51.3958,98,100,8.28,61.36
422,Zhob,PK,2021-05-29 00:44:11,31.3411,69.4481,20,0,4.23,78.73
423,Dhidhdhoo,MV,2021-05-29 00:44:11,6.8833,73.1,72,48,21.05,83.71
424,Rahimatpur,IN,2021-05-29 00:44:12,17.6,74.2,84,100,5.68,75.06
425,Cap Malheureux,MU,2021-05-29 00:44:12,-19.9842,57.6142,78,93,4.0,74.46
426,Havre-Saint-Pierre,CA,2021-05-29 00:44:12,50.2334,-63.5986,45,1,23.02,44.96
427,Anadyr,RU,2021-05-29 00:44:12,64.75,177.4833,48,0,8.01,45.1
428,Lavrentiya,RU,2021-05-29 00:44:13,65.5833,-171.0,83,7,11.81,33.98
429,Chapais,CA,2021-05-29 00:44:13,49.7834,-74.8492,46,5,5.41,44.38
430,Wewak,PG,2021-05-29 00:44:13,-3.5534,143.6268,73,95,4.97,84.74
431,Arbagar,RU,2021-05-29 00:44:14,51.9438,116.2805,43,97,3.98,60.42
432,Zempoala,MX,2021-05-29 00:44:14,19.45,-96.4167,77,100,4.52,85.91
433,Stepnyak,KZ,2021-05-29 00:44:14,52.8339,70.7803,50,0,4.81,57.11
434,Saurimo,AO,2021-05-29 00:44:15,-9.6608,20.3916,44,91,5.26,58.08
435,Linfen,CN,2021-05-29 00:44:15,36.0889,111.5189,21,87,5.79,79.34
436,Bambous Virieux,MU,2021-05-29 00:44:15,-20.3428,57.7575,94,75,8.72,74.21
437,Bose,IT,2021-05-29 00:44:15,45.4612,8.0137,68,91,3.67,62.13
438,Barcelos,PT,2021-05-29 00:44:16,41.5388,-8.6151,92,9,2.53,60.85
439,Tezu,IN,2021-05-29 00:44:16,27.9167,96.1667,81,76,0.22,80.2
440,Waipawa,NZ,2021-05-29 00:44:16,-41.4122,175.5153,66,100,11.27,56.03
441,Gannan,CN,2021-05-29 00:44:17,47.9147,123.5031,43,100,6.85,64.13
442,Drezdenko,PL,2021-05-29 00:44:17,52.8383,15.8308,95,18,5.06,48.63
443,Oranjemund,NA,2021-05-29 00:44:17,-28.55,16.4333,88,46,9.55,57.49
444,Porbandar,IN,2021-05-29 00:44:18,21.6422,69.6093,74,38,11.21,83.1
445,Okhotsk,RU,2021-05-29 00:44:18,59.3833,143.3,78,98,13.2,40.98
446,Mao,ES,2021-05-29 00:44:18,39.8885,4.2658,88,0,5.75,63.16
447,Tual,ID,2021-05-29 00:44:18,-5.6667,132.75,79,29,22.3,81.3
448,Fortuna,US,2021-05-29 00:44:19,40.5982,-124.1573,67,20,3.0,63.93
449,Nizwa,OM,2021-05-29 00:44:19,22.9333,57.5333,22,65,3.15,82.81
450,Siwan,IN,2021-05-29 00:44:19,26.2167,84.3667,86,48,11.56,77.31
451,Minnedosa,CA,2021-05-29 00:44:20,50.2453,-99.8436,49,100,15.68,63.16
452,Santa Maria,BR,2021-05-29 00:44:20,-29.6842,-53.8069,100,90,2.04,60.1
453,Taoudenni,ML,2021-05-29 00:44:20,22.6783,-3.9836,6,90,7.92,97.2
454,Lebedinyy,RU,2021-05-29 00:44:20,58.5167,125.5167,59,41,1.66,52.34
455,Boyle,US,2021-05-29 00:44:21,37.6334,-84.8666,78,90,8.43,70.02
456,Oktyabrskiy,RU,2021-05-29 00:44:21,54.4815,53.471,72,88,3.62,60.3
457,Saint-Francois,FR,2021-05-29 00:44:21,46.4154,3.9054,83,0,0.0,54.68
458,Rodrigues Alves,BR,2021-05-29 00:44:22,-7.738,-72.6509,77,100,2.04,78.15
459,Lovington,US,2021-05-29 00:44:22,32.944,-103.3485,62,100,4.0,78.64
460,Batagay-Alyta,RU,2021-05-29 00:44:22,67.8006,130.4114,63,29,20.38,47.5
461,Tetouan,MA,2021-05-29 00:41:18,35.5711,-5.3724,94,40,8.05,68.88
462,Padang,ID,2021-05-29 00:40:14,-0.9492,100.3543,91,100,4.29,73.45
463,Broken Hill,AU,2021-05-29 00:44:23,-31.95,141.4333,66,100,11.5,47.91
464,Lahaina,US,2021-05-29 00:44:23,20.8783,-156.6825,67,15,6.89,87.8
465,Benguela,AO,2021-05-29 00:44:23,-12.5763,13.4055,60,6,5.88,74.01
466,Gazojak,TM,2021-05-29 00:44:24,41.1875,61.4036,29,0,8.55,82.58
467,Grand Forks,US,2021-05-29 00:44:24,47.9417,-97.4337,14,1,19.57,64.33
468,Nosy Varika,MG,2021-05-29 00:44:24,-20.5833,48.5333,89,13,5.23,66.54
469,Biloela,AU,2021-05-29 00:44:24,-24.4167,150.5,38,100,13.27,69.73
470,Sechura,PE,2021-05-29 00:44:25,-5.5569,-80.8222,80,35,14.07,71.24
471,Portovelo,EC,2021-05-29 00:44:25,-3.7167,-79.6167,98,97,0.69,70.81
472,Vila Franca Do Campo,PT,2021-05-29 00:44:25,37.7167,-25.4333,74,100,4.68,57.61
473,Otwock,PL,2021-05-29 00:44:26,52.1058,21.2613,81,100,5.68,51.1
474,Flin Flon,CA,2021-05-29 00:44:26,54.7682,-101.865,68,100,12.21,59.95
475,Dickinson,US,2021-05-29 00:41:01,29.4608,-95.0513,77,75,6.15,84.42
476,Manokwari,ID,2021-05-29 00:44:26,-0.8667,134.0833,74,97,3.89,83.23
477,Beringovskiy,RU,2021-05-29 00:44:26,63.05,179.3167,85,12,13.56,33.22
478,Marfino,RU,2021-05-29 00:44:27,55.7028,37.3822,88,0,4.36,60.94
479,Linhares,BR,2021-05-29 00:44:27,-19.3911,-40.0722,97,78,3.06,69.78
480,Lethem,GY,2021-05-29 00:44:27,3.3803,-59.7968,90,98,5.28,75.97
481,Muros,ES,2021-05-29 00:44:28,42.7762,-9.0603,87,4,7.72,60.24
482,Quatre Cocos,MU,2021-05-29 00:44:28,-20.2078,57.7625,85,100,9.6,74.08
483,Tutoia,BR,2021-05-29 00:44:28,-2.7619,-42.2744,85,95,8.08,78.58
484,Piacabucu,BR,2021-05-29 00:44:29,-10.4056,-36.4344,65,89,7.99,77.99
485,Koroni,GR,2021-05-29 00:44:29,36.8,21.95,61,22,7.63,69.08
486,Freeport,US,2021-05-29 00:40:56,40.6576,-73.5832,91,90,10.0,52.97
487,La Ronge,CA,2021-05-29 00:44:29,55.1001,-105.2842,51,75,13.8,62.82
488,Chakwal,PK,2021-05-29 00:44:30,32.9334,72.8585,19,0,5.17,86.4
489,Ust-Kut,RU,2021-05-29 00:44:30,56.7938,105.7672,86,100,9.33,40.62
490,Toshkivka,UA,2021-05-29 00:44:30,48.7791,38.579,98,55,3.02,58.96
491,Praia Da Vitoria,PT,2021-05-29 00:44:30,38.7333,-27.0667,82,20,5.91,61.05
492,Novoagansk,RU,2021-05-29 00:44:31,61.9449,76.6625,51,33,5.39,40.17
493,Talnakh,RU,2021-05-29 00:44:31,69.4865,88.3972,98,100,9.73,32.47
494,Narsaq,GL,2021-05-29 00:44:31,60.9167,-46.05,61,1,5.39,50.22
495,Mindelo,CV,2021-05-29 00:44:32,16.8901,-24.9804,68,20,16.67,72.95
496,Cherskiy,RU,2021-05-29 00:44:32,68.75,161.3,32,60,15.77,56.53
497,Codrington,AU,2021-05-29 00:44:32,-38.2667,141.9667,66,2,4.09,51.62
498,Sattahip,TH,2021-05-29 00:44:32,12.6664,100.9007,94,40,11.99,85.91
499,Cockburn Town,TC,2021-05-29 00:44:33,21.4612,-71.1419,73,40,11.5,78.76
500,Kapit,MY,2021-05-29 00:44:33,2.0167,112.9333,86,98,0.56,80.62
501,Tula,RU,2021-05-29 00:44:33,54.2044,37.6111,95,32,2.86,58.59
502,Kalach-Na-Donu,RU,2021-05-29 00:44:34,48.691,43.5264,59,100,6.78,66.02
503,Jodhpur,IN,2021-05-29 00:44:34,26.2867,73.03,54,4,16.58,85.93
504,Xiaoweizhai,CN,2021-05-29 00:44:34,26.1903,107.5125,90,100,2.73,66.78
505,Dagestanskiye Ogni,RU,2021-05-29 00:44:35,42.1159,48.192,70,58,2.66,65.86
506,Dodge City,US,2021-05-29 00:44:35,37.7528,-100.0171,49,1,7.0,74.71
507,Sola,VU,2021-05-29 00:44:35,-13.8833,167.55,68,52,10.92,77.58
508,Lakkion,GR,2021-05-29 00:44:36,37.1333,26.85,76,0,19.62,67.5
509,Wuda,CN,2021-05-29 00:44:36,39.4994,106.7117,13,81,23.04,82.27
510,Mantua,IT,2021-05-29 00:44:36,45.1667,10.7833,75,23,1.99,65.35
511,Axim,GH,2021-05-29 00:44:37,4.8699,-2.2405,87,91,7.05,79.97
512,Malm,NO,2021-05-29 00:44:37,64.0721,11.2172,89,19,1.14,44.8
513,Alugan,PH,2021-05-29 00:44:37,12.2188,125.4808,72,21,2.3,84.79
514,Zonguldak,TR,2021-05-29 00:44:37,41.25,31.8333,96,100,3.24,52.02
515,Lembeni,TZ,2021-05-29 00:44:38,-3.7833,37.6167,91,79,3.02,63.03
516,Bathsheba,BB,2021-05-29 00:44:38,13.2167,-59.5167,65,40,13.67,79.41
517,Durazno,UY,2021-05-29 00:44:38,-33.4131,-56.5006,77,0,10.29,51.51
518,Mercedes,AR,2021-05-29 00:44:38,-34.6515,-59.4307,70,93,7.52,56.01
519,Los Llanos De Aridane,ES,2021-05-29 00:44:39,28.6585,-17.9182,87,0,11.12,62.35
520,Ovsyanka,RU,2021-05-29 00:44:39,55.9575,92.5519,85,100,7.56,40.17
521,Wajima,JP,2021-05-29 00:44:39,37.4,136.9,77,75,20.96,68.68
522,Luwuk,ID,2021-05-29 00:44:40,-0.9516,122.7875,74,30,6.8,83.8
523,Alizai,PK,2021-05-29 00:44:40,33.5383,70.3462,36,0,3.06,78.26
524,Monywa,MM,2021-05-29 00:44:40,22.1167,95.1333,46,12,11.61,91.08
525,Amazar,RU,2021-05-29 00:44:40,53.858,120.875,49,55,5.32,58.41
526,Ipixuna,BR,2021-05-29 00:44:41,-1.7625,-48.8043,97,86,4.05,80.55
527,Kurkino,RU,2021-05-29 00:44:41,53.4257,38.6582,88,82,3.04,58.41
528,Wonthaggi,AU,2021-05-29 00:44:41,-38.6044,145.5913,59,3,4.07,54.19
529,Yuli,NG,2021-05-29 00:44:42,9.6989,10.2744,60,98,5.1,82.22
530,Gushikawa,JP,2021-05-29 00:44:20,26.3544,127.8686,76,90,6.73,81.63
531,San Blas,MX,2021-05-29 00:44:42,21.5167,-105.2667,70,0,4.0,94.89
532,Beni Mazar,EG,2021-05-29 00:44:42,28.4962,30.8029,43,0,7.74,73.04
533,Inhambane,MZ,2021-05-29 00:44:42,-23.865,35.3833,74,0,11.61,64.33
534,Trat,TH,2021-05-29 00:44:43,12.5,102.5,86,89,4.88,86.83
535,Vammala,FI,2021-05-29 00:44:43,61.3333,22.9,82,2,5.64,44.04
536,Wenling,CN,2021-05-29 00:44:43,28.3669,121.36,86,100,1.39,70.39
537,Inuvik,CA,2021-05-29 00:44:44,68.3499,-133.7218,64,90,11.5,33.01
538,Rocha,UY,2021-05-29 00:44:44,-34.4833,-54.3333,87,64,10.27,54.95
539,Vrangel,RU,2021-05-29 00:44:44,42.7297,133.0839,85,99,2.24,52.84
540,Kenai,US,2021-05-29 00:44:44,60.5544,-151.2583,90,90,9.22,51.03
541,Acajutla,SV,2021-05-29 00:44:45,13.5928,-89.8275,79,79,6.6,81.68
542,Moindou,NC,2021-05-29 00:44:45,-21.6924,165.677,66,56,12.46,75.15
543,Kafanchan,NG,2021-05-29 00:44:45,9.5833,8.3,80,100,2.35,73.18
544,Gritsovskiy,RU,2021-05-29 00:44:46,54.1376,38.1604,93,3,3.78,57.9
545,Contamana,PE,2021-05-29 00:44:46,-7.3333,-75.0167,75,85,2.64,78.42
546,Ballina,AU,2021-05-29 00:44:46,-28.8667,153.5667,62,90,13.8,60.98
547,Mbour,SN,2021-05-29 00:44:47,14.422,-16.9638,75,5,12.15,71.69
548,Vikulovo,RU,2021-05-29 00:44:47,56.8167,70.6107,69,100,6.64,55.2
549,Antofagasta,CL,2021-05-29 00:44:47,-23.65,-70.4,78,10,2.17,60.08
550,Dogondoutchi,NE,2021-05-29 00:44:47,13.6393,4.0287,24,100,2.26,86.45
551,Presidencia Roque Saenz Pena,AR,2021-05-29 00:44:48,-26.7852,-60.4388,79,0,5.37,70.92
552,Flinders,AU,2021-05-29 00:44:48,-34.5833,150.8552,57,63,8.99,57.2
553,Russell,US,2021-05-29 00:44:48,32.3502,-85.1999,54,75,7.54,83.8
554,Isangel,VU,2021-05-29 00:44:49,-19.55,169.2667,67,97,8.1,75.04
555,Umarkot,PK,2021-05-29 00:44:49,25.3616,69.7362,84,22,16.42,81.81
556,Kearney,US,2021-05-29 00:40:05,40.6995,-99.0815,71,90,12.66,59.56
557,Barreirinhas,BR,2021-05-29 00:44:49,-2.7469,-42.8264,87,20,4.36,76.5
558,Jamame,SO,2021-05-29 00:44:50,0.0722,42.7506,83,100,7.87,74.95
559,Miracema Do Tocantins,BR,2021-05-29 00:44:50,-9.5618,-48.3967,58,99,0.34,74.52
560,Metu,ET,2021-05-29 00:44:50,8.3,35.5833,97,95,3.24,57.88
561,Parabel,RU,2021-05-29 00:44:50,58.6978,81.4825,54,5,6.71,39.2
562,Locri,IT,2021-05-29 00:44:51,38.2414,16.2623,61,100,4.97,67.32
563,Yatou,CN,2021-05-29 00:44:51,37.15,122.3833,54,86,13.06,69.55
564,Pochutla,MX,2021-05-29 00:44:51,15.7432,-96.4661,71,100,3.15,82.22
565,Port Hardy,CA,2021-05-29 00:44:51,50.6996,-127.4199,76,75,11.5,51.98
566,Basco,PH,2021-05-29 00:44:52,20.4487,121.9702,73,97,9.71,84.56
567,Tiznit,MA,2021-05-29 00:44:52,29.5833,-9.5,78,100,2.26,64.51
568,Bull Savanna,JM,2021-05-29 00:44:52,17.8868,-77.5902,81,18,1.21,75.78
569,Ukiah,US,2021-05-29 00:44:53,39.1502,-123.2078,23,1,10.36,86.02
570,Aksu,CN,2021-05-29 00:44:53,41.1231,80.2644,23,6,3.91,76.69
